song_id,song,is_original,original_artist,debut_date,last_played,times_played,avg_show_gap
723,Pancakes,1,Great Blue,2022-01-27,2025-06-20,63,5.07
725,Borne,1,Goose,2022-01-28,2025-06-21,46,6.18
727,Atlas Dogs,1,Goose,2022-01-28,2025-06-23,52,5.35
730,Circle Of Life,0,Elton John,2017-12-23,2021-12-31,3,195.33
731,Moonrise,1,Orebolo,2022-06-25,2024-11-10,3,79.33
732,Dim Lights,1,Orebolo,2024-11-10,2025-05-10,2,22.0
733,Arise,1,St. John's Revival,2022-01-30,2024-09-27,6,46.0
735,California Magic,1,Goose,2022-03-01,2025-06-01,45,5.89
736,Silver Rising,1,Goose,2022-02-02,2025-06-23,64,4.3
737,Jeff Engborg,1,Great Blue,2022-02-05,2025-06-11,12,22.67
738,Dripfield,1,Goose,2022-02-26,2025-06-21,61,4.43
739,Sinnerman,0,Nina Simone,2022-02-26,2025-06-21,14,19.0
740,Hungersite,1,Goose,2022-02-26,2025-06-23,69,3.86
741,Trevor Reads Poetry,1,Goose,2020-06-20,2025-05-31,7,49.86
747,Happy Birthday,0,Goose,2018-02-15,2020-10-15,6,94.0
760,Hallelujah,0,Leonard Cohen,2017-05-20,2017-05-20,1,657.0
762,Loose Ends,1,Vasudo,2019-09-01,2024-11-12,16,26.56
763,Butterflies,1,Great Blue,2022-06-10,2025-06-10,20,12.3
764,Animal,1,Goose,2022-06-11,2025-06-23,65,3.77
765,It's My Life,0,Talk Talk,2022-08-17,2022-08-17,1,230.0
766,Bloodbuzz Ohio,0,The National,2022-08-18,2025-06-22,10,22.9
767,Milestone 2 (Skux Life),0,Moniker,2022-08-18,2024-09-20,3,76.33
768,Don't Be Cruel,0,Elvis Presley,2022-08-20,2022-08-20,1,228.0
802,Jam,1,Goose,2014-11-21,2025-03-11,25,45.59
803,Mini Mall Rap,1,Goose,2020-06-26,2020-06-26,1,345.0
804,Caravan,0,Van Morrison,2016-10-09,2016-10-09,1,704.0
805,Everything Must Go,1,Goose,2022-10-01,2025-06-23,38,5.79
807,"So Fresh, So Clean",0,Outkast,2022-10-08,2022-10-08,1,215.0
808,Born To Be Wild,0,Steppenwolf,2022-10-15,2022-10-15,1,210.0
809,Thatch,1,Goose,2022-11-13,2025-06-23,52,3.92
811,You Are So Beautiful,0,Joe Cocker,2017-05-20,2017-05-20,1,657.0
812,"Signed, Sealed, Delivered",0,Stevie Wonder,2017-05-20,2017-05-20,1,657.0
813,Burning Down the House,0,Talking Heads,2017-05-20,2023-12-08,2,328.5
814,Get Lucky,0,Daft Punk,2017-05-20,2017-05-20,1,657.0
816,Amongster,0,Polica,2025-06-20,2025-06-20,1,3.0
817,Mr. Action,1,Goose,2022-12-18,2025-06-19,34,5.76
818,Auld Lang Syne,0,Traditional,2017-12-31,2022-12-31,2,292.0
819,This Year's Love,0,David Gray,2022-12-31,2022-12-31,1,194.0
820,Not Alone,1,Goose,2023-03-09,2024-11-07,5,38.0
822,Lead Up,1,Goose,2023-03-10,2025-06-23,35,5.56
823,Feel It Now,1,Goose,2023-03-11,2025-05-30,30,6.27
833,Stand By Me,0,Ben E. King,2016-10-09,2017-05-20,2,352.0
834,Loving Cup,0,The Rolling Stones,2016-10-09,2016-10-09,1,704.0
843,Wild Summer Nights,0,John Cafferty,2023-07-04,2023-07-04,1,149.0
864,All I Need,0,LP Giobbi,2023-09-14,2023-09-14,1,142.0
864,All I Need,0,Goose,2017-01-28,2025-06-17,147,4.91
867,I Would Die 4 U,0,Prince,2023-10-06,2025-05-25,9,14.0
868,Revival,0,The Allman Brothers Band,2017-05-20,2017-05-20,1,657.0
868,Revival,0,Zach Williams,2017-07-08,2017-09-01,4,159.75
883,Mirrors,0,Justin Timberlake,2023-12-08,2023-12-08,1,111.0
884,Man in the Mirror,0,Michael Jackson,2023-12-08,2023-12-08,1,111.0
885,Fire,0,Jimi Hendrix,2023-12-08,2023-12-08,1,111.0
886,Sex On Fire,0,Kings of Leon,2023-12-08,2023-12-08,1,111.0
887,99 Red Balloons,0,Nena,2023-12-09,2023-12-09,1,110.0
888,Circles,0,Post Malone,2023-12-09,2024-04-24,2,55.0
889,Big Blue,0,Vampire Weekend,2023-12-09,2023-12-09,1,110.0
890,I’m Forever Blowing Bubbles,0,John Kellette,2023-12-09,2023-12-09,1,110.0
891,Jungle,0,ELO,2023-12-09,2023-12-09,1,110.0
892,Jungle Boogie,0,Kool & The Gang,2023-12-09,2023-12-09,1,110.0
893,Run Through The Jungle,0,Creedence Clearwater Revival,2023-12-09,2023-12-09,1,110.0
