id,Venue Name,City,State,Country,Times Played,Last Played
411,KEMBA Live!,Columbus,OH,USA,2,2024-02-02
412,Kenai Peninsula Fairgrounds,Ninilchik,AK,USA,2,2022-08-07
413,"Kennedy Union Pub, University of Dayton",Dayton,OH,USA,2,2003-10-09
414,KettleHouse Amphitheater,Bonner,MT,USA,2,2022-09-10
415,"Key Club, The",Hollywood,CA,USA,2,2005-05-05
416,Kingston Downs,Rome,GA,USA,1,2015-05-24
417,Kirby Fieldhouse - Hampden-Sydney College,Hampden Sydney,VA,USA,1,2014-10-17
418,"Klein, The",Bridgeport,CT,USA,2,2013-10-17
419,Knitting Factory,Spokane,WA,USA,1,2009-10-21
420,Knitting Factory,Reno,NV,USA,2,2010-10-02
421,Knitting Factory,Boise,ID,USA,3,2012-03-24
422,Knitting Factory,New York,NY,USA,1,2002-06-07
423,Knust,Hamburg,,Germany,1,2006-03-23
424,Koka Booth Amphitheatre at Regency Park,Cary,NC,USA,2,2008-07-31
425,Kresge Auditorium,Interlochen,MI,USA,1,2012-07-03
426,La Boule Noir,Paris,,France,1,2006-03-16
427,La Zona Rosa,Austin,TX,USA,3,2009-09-11
428,Lafayette Brewing Company,Lafayette,IN,USA,1,2003-12-03
429,Lafayette Square,Buffalo,NY,USA,2,2010-07-15
430,LaFortune Ballroom,Notre Dame,IN,USA,1,2000-11-30
431,Lake Superior Big Top Chautauqua,Bayfield,WI,USA,1,2024-06-21
432,Lakefront Green,Chicago,IL,USA,1,2019-08-10
433,LaLuna,Hamilton,ON,Canada,1,1999-07-09
434,Lambda Chi Alpha House,Auburn,AL,USA,1,2003-04-09
435,"Landing, The",South Bend,IN,USA,6,1998-11-04
436,Landmark Theatre,Syracuse,NY,USA,3,2022-01-21
437,Langerado Festival,Sunrise,FL,USA,1,2005-03-12
438,Langerado Music Festival,Big Cypress Reservation,FL,USA,1,2008-03-07
439,Las Tortugas - Dance of the Dead IV,Groveland (Yosemite),CA,USA,2,2009-10-31
440,Last Concert Cafe,Houston,TX,USA,2,2004-09-11
441,Lauridsen Amphitheater at Water Works Park,Des Moines,IA,USA,1,2021-08-15
442,"Lawn at White River State Park, The",Indianapolis,IN,USA,9,2019-08-24
443,LeClaire Park,Davenport,IA,USA,1,2005-08-20
444,Legend Valley Music Center,Thornville,OH,USA,3,2022-07-16
445,Legends,Boone,NC,USA,2,2010-11-10
446,Legends,Notre Dame,IN,USA,1,2003-11-07
447,Legends Lounge,Las Vegas,NV,USA,1,2001-07-11
448,Les Conneries,Montreal,QC,Canada,1,1999-07-04
449,Levitt Pavilion for the Performing Arts,Westport,CT,USA,1,2024-07-04
450,Levon Helm Studios,Woodstock,NY,USA,1,2021-06-27
451,Lewis Ginter Botanical Garden,Richmond,VA,USA,2,2012-06-28
452,Liberty Hall,Lawrence,KS,USA,6,2011-02-12
453,"Library, The",Oxford,MS,USA,2,2004-09-14
454,Lifestyle Communities Pavilion,Columbus,OH,USA,9,2014-01-31
455,Limelight Eventplex,Peoria,IL,USA,1,2015-06-28
456,Lincoln Hall,Chicago,IL,USA,3,2013-04-27
457,Lincoln Hill Farms,Canandaigua,NY,USA,1,2024-07-07
458,Lincoln Park Zoo,Chicago,IL,USA,1,2007-04-22
459,Lincoln Theatre,Raleigh,NC,USA,3,2008-07-31
460,Lincoln Theatre Street Stage,Raleigh,NC,USA,1,2007-06-29
461,Linneman's River West Inn,Milwaukee,WI,USA,1,1998-09-12
462,"Lion's Den, The",New York,NY,USA,1,2001-09-14
463,Little Brother's,Columbus,OH,USA,2,2002-08-28
464,Loeb Hall,Purdue University,IN,USA,1,2001-12-08
465,"Loeb Playhouse, Purdue University",West Lafayette,IN,USA,1,2003-10-23
466,Lollapalooza,Chicago,IL,USA,1,2006-08-04
467,Louisville Palace Theater,Louisville,KY,USA,1,2013-08-15
468,Lupo's Heartbreak Hotel,Providence,RI,USA,6,2016-02-05
469,"Lyric, The",Oxford,MS,USA,3,2016-04-06
470,M.V. Regal Empress,Atlantic Ocean,,Atlantic Ocean,2,2004-01-08
471,"Mad Frog, The",Cincinnati,OH,USA,3,2003-10-10
472,Madison Oyster Bar,South Bend,IN,USA,21,2001-09-06
473,Madison Oyster Bar Warehouse,South Bend,IN,USA,1,1999-10-29
474,Madison Square Garden,New York,NY,USA,1,2016-01-20
475,Madison Street Music Festival,South Bend,IN,USA,1,2000-05-06
476,Madison Theater,Covington,KY,USA,2,2010-03-06
477,"Madison Theater, The",Peoria,IL,USA,1,2003-01-30
478,"Magic Bag, The",Ferndale,MI,USA,4,2003-12-11
479,Magic City Music Hall,Johnson City,NY,USA,1,2007-10-18
480,Magoo's Underground Lounge,Chicago,IL,USA,1,1999-12-18
481,Mahalia Jackson Theater,New Orleans,LA,USA,1,2025-04-29
482,Majestic Theatre,Detroit,MI,USA,2,2005-09-07
483,Majestic Ventura Theatre,Ventura,CA,USA,2,2008-02-11
484,Mango Grill,Madison,WI,USA,1,1999-04-30
485,Mann Music Center,Philadelphia,PA,USA,1,2013-08-30
486,Margaret T. Hance Park,Phoenix,AZ,USA,2,2019-03-03
487,Marion Street,South Bend,IN,USA,1,1998-01-31
488,Marion/Navarre St. Block Party,South Bend,IN,USA,1,1998-04-24
489,Market Square,Knoxville,TN,USA,3,2011-05-19
490,Markham Park,Sunrise,FL,USA,1,2006-03-11
491,Marmelade Orangutang Shebang,Columbus,OH,USA,1,2001-09-07
492,"Marquee Theatre, The",Tempe,AZ,USA,6,2017-03-16
493,Marrz Theatre,Wilmington,NC,USA,1,2004-07-20
494,Mars Music Hall,Huntsville,AL,USA,1,2023-08-24
495,Marshfield Fairgrounds,Marshfield,MA,USA,2,2022-07-09
496,Martyrs',Chicago,IL,USA,13,2012-04-28
497,Marvin's Mountaintop,Masontown,WV,USA,8,2021-09-17
498,"Mason Jar, The",Phoenix,AZ,USA,1,2004-04-27
499,Masonic Auditorium,Cleveland,OH,USA,1,2019-03-23
500,Masquerade Music Park,Atlanta,GA,USA,3,2010-08-14
501,Masterson Station Park,Lexington,KY,USA,1,2017-08-26
502,Mayfest,Chicago,IL,USA,1,2001-05-20
503,Maymont,Richmond,VA,USA,1,2013-08-29
504,Maymont Park,Richmond,VA,USA,1,2011-06-23
505,"McCallie School, The",Chattanooga,TN,USA,1,2007-03-03
506,McCarren Park Pool,Brooklyn,NY,USA,1,2007-08-15
507,McDonald Theatre,Eugene,OR,USA,8,2024-03-14
508,McNear's Mystic Theatre,Petaluma,CA,USA,5,2025-03-19
509,Meadow Brook Music Festival,Rochester Hills,MI,USA,2,2015-08-15
510,Mean Fiddler,London,,England,1,2006-03-14
511,MegaCorp Pavilion,Newport,KY,USA,1,2024-02-09
512,Melkweg,Amsterdam,,Netherlands,12,2010-03-23
513,"Mercy Lounge, The",Nashville,TN,USA,1,2004-05-12
514,Meridian,Houston,TX,USA,1,2005-04-01
515,"Meritage Resort and Spa, The",Napa,CA,USA,1,2024-07-19
516,Mesa Theater & Club,Grand Junction,CO,USA,1,2009-09-18
517,Metro,Chicago,IL,USA,6,2024-12-12
518,"Metropolitan Theatre, The",Morgantown,WV,USA,1,2013-02-14
519,MGM Northfield Park,Northfield,OH,USA,1,2020-01-30
520,Miami Beach Bandshell,Miami Beach,FL,USA,1,2023-04-15
521,Michigan Theater,Ann Arbor,MI,USA,2,2009-10-02
522,Mickey's Pub,South Bend,IN,USA,7,2000-10-16
523,"Middle East, The",Cambridge,MA,USA,3,2003-11-20
524,Midtown Ballroom,Bend,OR,USA,3,2023-03-02
525,"Mill & Mine, The",Knoxville,TN,USA,3,2025-03-05
526,Minglewood Hall,Memphis,TN,USA,4,2016-08-18
527,Minnesota State Fair,St. Paul,MN,USA,2,2006-08-31
528,Miramar Theatre,Milwaukee,WI,USA,1,1999-05-22
529,"Mishawaka Amphitheatre, The",Bellvue,CO,USA,5,2023-09-09
530,Mishawaka Athletic Club,Mishawaka,IN,USA,1,1998-10-31
531,Mishawaka Brewing Company,Mishawaka,IN,USA,5,2005-09-02
532,Mississippi Nights,St. Louis,MO,USA,6,2004-08-19
533,"Mod Club, The",Toronto,ON,Canada,1,2011-11-03
534,MoDaddy's,Asheville,NC,USA,1,2009-02-21
535,Mogollon Brewing Company,Flagstaff,AZ,USA,1,2003-07-15
536,Mondo's,Iowa City,IA,USA,1,2001-06-13
537,Monster Bash,Chicago,IL,USA,1,2002-10-27
538,Montage Mountain,Scranton,PA,USA,6,2023-06-30
539,MontBleu Resort,Stateline,NV,USA,2,2017-03-10
540,Moonlite Gardens,Cincinnati,OH,USA,3,2012-07-04
541,"Moore Theatre, The",Seattle,WA,USA,2,2016-03-11
542,"Morris Civic Auditorium, The",South Bend,IN,USA,1,2021-11-14
543,"Morris Performing Arts Center, The",South Bend,IN,USA,5,2025-03-07
544,Mountain Creek River Resort,Eldridge,MO,USA,1,2012-08-31
545,Mr. Small's Theatre,Millvale,PA,USA,4,2010-10-21
546,MSC Divina,Atlantic Ocean,,Atlantic Ocean,3,2023-02-11
547,MSC Lirica,Atlantic Ocean,,Atlantic Ocean,4,2007-01-06
548,MSC Poesia,Atlantic Ocean,,Atlantic Ocean,2,2012-01-10
549,"MSU International Center, Michigan State University",East Lansing,MI,USA,1,2004-11-05
550,Mt. Shasta Ski Park,Mt. Shasta,CA,USA,2,2002-04-14
551,Mt. Tabor Theater,Portland,OR,USA,1,2001-06-28
552,Mulberry Mountain,Ozark,AR,USA,14,2019-05-31
553,Murat Shrine Center,Indianapolis,IN,USA,10,2009-03-14
554,"Music Box, The",Omaha,NE,USA,2,2001-06-14
555,Music Farm,Charleston,SC,USA,14,2015-09-26
556,Music Farm,Columbia,SC,USA,2,2017-06-02
557,Music Millennium (Northwest),Portland,OR,USA,1,2006-04-08
558,Muskegon Summer Celebration,Muskegon,MI,USA,1,2007-07-04
559,"National, The",Richmond,VA,USA,13,2024-01-14
560,"National Mall, The",Washington,DC,USA,1,2008-04-20
561,Neighborhood Theatre,Charlotte,NC,USA,3,2010-02-13
562,Nelson Ledges Quarry Park,Nelson Township,OH,USA,2,2023-07-01
563,Neptune,Seattle,WA,USA,2,2014-03-06
564,"Newberry, The",Great Falls,MT,USA,1,2025-03-13
565,Newby's,Memphis,TN,USA,1,2004-05-13
566,"Newport Music Hall, The",Columbus,OH,USA,9,2010-03-05
567,Nikon at Jones Beach Theater,Wantagh,NY,USA,1,2015-06-20
568,Niles Riverfront Amphitheater,Niles,MI,USA,1,2003-09-19
569,"No Name Festival, Waterloo Village",Stanhope,NJ,USA,1,2003-06-07
570,Nokia Theatre Times Square,New York,NY,USA,9,2010-02-25
571,North Charleston Coliseum,North Charleston,SC,USA,3,2016-09-24
572,North Charleston Performing Arts Center,Charleston,SC,USA,1,2014-04-04
573,"North Star Bar, The",Philadelphia,PA,USA,1,2002-08-25
574,Northern Lights,Clifton Park,NY,USA,4,2011-11-02
575,Northlands,Swanzey,NH,USA,2,2021-07-24
576,"Northside Concert Hall, IUSB",South Bend,IN,USA,2,1999-01-28
577,"NorVa, The",Norfolk,VA,USA,10,2024-01-13
578,Norwegian Jade,Atlantic Ocean,,Atlantic Ocean,2,2019-01-16
579,Now Sapphire Riviera Cancun,Puerto Morelos,,Mexico,15,2021-12-07
580,NTELOS Pavilion,Portsmouth,VA,USA,1,2007-06-28
581,Nuemo's,Seattle,WA,USA,1,2004-10-29
582,Oak Ridge Estate,Arrington,VA,USA,6,2018-08-24
583,Oasis One-Sixty,Chicago Heights,IL,USA,2,2003-09-10
584,"Observatory, The",Santa Ana,CA,USA,1,2025-03-22
585,"Observatory North Park, The",San Diego,CA,USA,5,2025-03-21
586,"Odeon, The",Cleveland,OH,USA,3,2004-11-11
587,Ogden Theatre,Denver,CO,USA,4,2024-12-29
588,Old Forester's Paristown Hall,Louisville,KY,USA,1,2025-03-06
589,"Opera House, The",Toronto,ON,Canada,2,2009-11-11
590,"Opera House at Expo Gardens, The",Peoria,IL,USA,1,2004-02-27
591,"Orange Peel, The",Asheville,NC,USA,11,2017-02-19
592,Orbit Music,Mishawaka,IN,USA,2,2011-10-23
593,"Orbit Room, The",Grand Rapids,MI,USA,6,2014-10-25
594,"Orpheum, The",Tampa,FL,USA,1,2002-03-06
595,Orpheum Theater,New Orleans,LA,USA,3,2017-04-21
596,"Orpheum Theatre, The",Madison,WI,USA,11,2017-11-04
597,Orpheum Theatre,Boston,MA,USA,1,2007-10-26
598,"Orpheum Theatre, The",Flagstaff,AZ,USA,4,2010-09-29
599,Otto's,DeKalb,IL,USA,11,2004-02-11
600,Outside the Factory,Philadelphia,PA,USA,1,2012-06-29
601,Oxford Fairgrounds,Oxford,ME,USA,1,2010-07-02
602,"Ozzies, The Balcony",Oxford,OH,USA,1,1999-06-19
603,"Pageant, The",St. Louis,MO,USA,22,2024-08-22
604,Palace Theatre,St. Paul,MN,USA,5,2018-10-20
605,Palace Theatre,Albany,NY,USA,5,2022-01-22
606,"Palladium, The",Worcester,MA,USA,1,2006-10-06
607,Paper Mill Island Amphitheater,Baldwinsville,NY,USA,3,2022-07-08
608,Paradise Rock Club,Boston,MA,USA,2,2004-12-09
609,"Paramount, The",Huntington,NY,USA,3,2025-02-02
610,Park West,Chicago,IL,USA,21,2023-12-09
611,Party In The Park,Rochester,NY,USA,1,2010-07-08
612,"Patio, The",Indianapolis,IN,USA,9,2000-12-15
613,Pavilion at Montage Mountain,Scranton,PA,USA,1,2006-07-05
614,Peabody's,Cleveland,OH,USA,1,2001-10-12
615,Pearl Street Ballroom,Northampton,MA,USA,1,2005-09-13
616,Peasant's,Greenville,NC,USA,1,2002-02-21
617,"Peggy Notebaert Nature Museum, The",Chicago,IL,USA,1,2001-02-08
618,Penn's Peak,Jim Thorpe,PA,USA,12,2025-01-24
619,People's Court,Des Moines,IA,USA,2,2010-10-27
620,People's,Ames,IA,USA,4,2004-02-09
621,Peoria Ribfest & Chili Cook-Off,Peoria,IL,USA,1,2008-10-04
622,Piedmont Hall,Greensboro,NC,USA,1,2019-09-19
623,Pier Six Pavilion,Baltimore,MD,USA,9,2024-08-29
624,Piere's Entertainment Center,Fort Wayne,IN,USA,2,2004-06-03
625,"Pines Theatre at Look Park, The",Northampton,MA,USA,1,2006-07-19
626,Pisgah Brewery,Black Mountain,NC,USA,1,2012-09-08
627,Pittsburgh Deli Company,Pittsburgh,PA,USA,4,2001-09-21
628,"Plaza 'Live' Theatre, The",Orlando,FL,USA,1,2013-04-12
629,Plumas-Sierra County Fairgrounds,Quincy,CA,USA,14,2019-07-06
630,Plymouth Amphitheater,Plymouth,IN,USA,1,2001-06-08
631,Pompano Beach Amphitheatre,Pompano Beach,FL,USA,1,2007-07-01
632,"Pontiac, The",Philadelphia,PA,USA,1,2001-09-17
633,Port City Music Hall,Portland,ME,USA,1,2009-11-15
634,Potowatomi Park,South Bend,IN,USA,1,1999-08-22
635,PromoWest Pavilion,Columbus,OH,USA,1,2005-02-19
636,PromoWest Pavilion at Ovation,Newport,KY,USA,1,2022-01-27
637,Prospect Park Bandshell,Brooklyn,NY,USA,1,2005-07-21
638,"Q Bar, The",Iowa City,IA,USA,2,2001-10-25
639,"Queen, The","Wilmington, DE",,USA,1,2025-01-23
640,"Quest, The",Minneapolis,MN,USA,1,2005-02-17
641,Quick's Backwoods,South Bend,IN,USA,3,1999-06-05
642,Quixote's,Denver,CO,USA,1,2001-04-03
643,"Rainbow, The",Seattle,WA,USA,1,2001-06-24
644,Rainbow Farm,Vandalia,MI,USA,1,1999-09-05
645,Raleigh Amphitheater,Raleigh,NC,USA,2,2011-09-01
646,Ram's Head Live!,Baltimore,MD,USA,8,2014-08-01
647,Randall's Island,New York,NY,USA,1,2012-07-28
648,Randolph Street Festival,Chicago,IL,USA,1,2000-06-25
649,"Rapids Theatre, The",Niagara Falls,NY,USA,2,2016-06-03
650,"Rave, The",Milwaukee,WI,USA,2,2006-02-10
651,"Rave Bar, The",Milwaukee,WI,USA,1,1999-03-20
652,"Rave Underground, The",Milwaukee,WI,USA,7,2004-10-09
653,Ravinia Festival,Highland Park,IL,USA,2,2015-08-14
654,Recher Theatre,Towson,MD,USA,2,2005-08-26
655,Record Archive,Rochester,NY,USA,1,2011-09-13
656,Red Butte Garden,Salt Lake City,UT,USA,3,2024-06-13
657,Red Hat Amphitheater,Raleigh,NC,USA,3,2018-10-12
658,Red Rocks Amphitheatre,Morrison,CO,USA,34,2024-06-15
659,Redding Civic Auditorium,Redding,CA,USA,1,2024-07-18
660,"Regency Ballroom, The",San Francisco,CA,USA,2,2024-03-22
661,Renaissance Pittsburgh Hotel,Pittsburgh,PA,USA,1,2001-09-08
662,Republic New Orleans,New Orleans,LA,USA,1,2006-04-29
663,Revolution Hall,Troy,NY,USA,2,2008-04-10
664,Revolution Live,Ft. Lauderdale,FL,USA,5,2014-04-10
665,Rialto Theatre,Tucson,AZ,USA,2,2009-09-15
666,RIBCO,Rock Island,IL,USA,2,2001-05-25
667,Ribfest,Naperville,IL,USA,2,2005-07-04
668,Richard's on Richards,Vancouver,BC,Canada,3,2008-10-23
669,Riley Hall,Notre Dame,IN,USA,1,1998-04-17
670,Ripley's Alive,Cincinnati,OH,USA,4,1999-06-26
671,"Ritz, The",Raleigh,NC,USA,7,2024-01-12
672,"Ritz, The",Tampa,FL,USA,1,2018-02-18
673,"Ritz, The",Missoula,MT,USA,1,2001-06-16
674,River Ranch,Tahoe City,CA,USA,1,2003-07-02
675,River Roots Live Music Festival,Davenport,IA,USA,1,2006-09-23
676,River Stage at Penn's Landing,Philadelphia,PA,USA,1,2015-07-18
677,Riverfront Park,North Charleston,SC,USA,2,2019-04-28
678,Riverfront Park,Nashville,TN,USA,1,2013-08-23
679,Riverside Theater,Milwaukee,WI,USA,16,2025-03-08
680,Riverview Music Festival,Chicago,IL,USA,3,2007-08-26
681,"Riviera Theatre, The",Chicago,IL,USA,15,2023-12-31
682,Roanoke Island Festival Park,Outer Banks,NC,USA,1,2022-07-14
683,Robert J. Fischgrund Center for Performing Arts,South Bend,IN,USA,3,2008-09-05
684,Rock Bottom Brewery,Milwaukee,WI,USA,1,1998-09-11
685,Rockne Memorial,Notre Dame,IN,USA,1,2000-04-28
686,Rocks Off Boat Cruise,New York,NY,USA,3,2004-07-16
687,Rococo Theatre,Lincoln,NE,USA,2,2005-11-10
688,Roctopus's Garden,Nashville,TN,USA,3,2021-02-06
689,Romare Bearden Park,Charlotte,NC,USA,1,2019-05-10
690,Ron's Dixon Alternative,Fayetteville,AR,USA,1,2004-09-16
691,"Roost, Dennison University, The",Granville,OH,USA,1,2000-08-30
692,Roseland Ballroom,New York,NY,USA,1,2008-07-24
693,Roseland Theater,Portland,OR,USA,4,2012-03-23
694,Rosemont Theater,Chicago,IL,USA,1,2004-09-01
695,Royal Oak Music Theatre,Royal Oak,MI,USA,1,2009-03-12
696,Rumsey Playfield - Central Park,New York,NY,USA,3,2017-07-07
697,"Ryan Auditorium, Northwestern University",Evanston,IL,USA,1,2003-10-19
698,Ryman Auditorium,Nashville,TN,USA,7,2025-04-05
699,Saenger Theatre,Mobile,AL,USA,1,2014-04-16
700,Salansky Farms,Union Dale,PA,USA,1,2002-08-24
701,"Salt Shed, The",Chicago,IL,USA,1,2024-08-23
702,Salvage Station,Asheville,NC,USA,4,2024-08-31
703,San Juan Room,Durango,CO,USA,1,2001-07-13
704,Saranac Brewery,Utica,NY,USA,7,2023-08-19
705,Satellite Lounge,Houston,TX,USA,1,2002-03-14
706,Saturday In the Park,Sioux City,IA,USA,1,2008-07-05
707,Schubas Tavern,Chicago,IL,USA,8,2002-05-17
708,Seaside Park,Bridgeport,CT,USA,3,2014-08-02
709,SeatGeek Stadium,Bridgeview,IL,USA,5,2022-08-27
710,Seitz Park,South Bend,IN,USA,1,1999-05-01
711,"Senate, The",Columbia,SC,USA,1,2025-02-26
712,Senator Theatre,Chico,CA,USA,1,2006-10-20
713,Senior Bar,Notre Dame,IN,USA,1,1999-02-25
714,Shank Hall,Milwaukee,WI,USA,6,2004-05-27
715,Shaw's Oyster Fest,Chicago,IL,USA,1,2001-10-19
716,Shedd Aquarium,Chicago,IL,USA,1,2012-12-11
717,Sherman Theater,Stroudsburg,PA,USA,3,2013-10-24
718,Sherpa & Yeti's,Breckenridge,CO,USA,1,2001-04-04
719,Shorefront Park,Patchogue,NY,USA,3,2018-07-14
720,Showbox at the Market,Seattle,WA,USA,11,2024-03-17
721,Showbox SoDo,Seattle,WA,USA,3,2020-02-29
722,"Signal, The",Chattanooga,TN,USA,4,2025-02-28
723,Silverton Casino,Las Vegas,NV,USA,1,2012-03-15
724,Simon Estes Riverfront Amphitheater,Des Moines,IA,USA,4,2014-07-24
725,SiriusXM Studios,New York,NY,USA,2,2018-01-18
726,"Six Rivers Brewery, The",Eureka,CA,USA,1,2003-06-30
727,Sixteen Fifty,Hollywood,CA,USA,1,2002-04-10
728,Skyetop Festival Grounds,Van Etten,NY,USA,1,2005-08-27
729,Skyline Stage - Navy Pier,Chicago,IL,USA,8,2005-09-04
730,Slim's,San Francisco,CA,USA,2,2008-11-01
731,Sloss Furnaces,Birmingham,AL,USA,1,2017-08-17
732,Slowdown,Omaha,NE,USA,2,2011-02-13
733,"Smilefest, Van Hoy Family Campgrounds",Union Grove,NC,USA,2,2004-07-23
734,Smith Opera House,Geneva,NY,USA,1,2008-10-17
735,"Snow Barn, Mt. Snow Ski Resort, The",West Dover,VT,USA,2,2001-02-18
736,Snow Ridge Ski Resort,Turin,NY,USA,4,2012-08-12
737,Snowshoe Mountain Resort,Snowshoe,WV,USA,2,2023-07-13
738,Soho Restaurant and Music Club,Santa Barbara,CA,USA,1,2004-10-25
739,Soldiers Memorial Plaza,St. Louis,MO,USA,1,2008-07-11
740,Somerset Amphitheater,Somerset,WI,USA,2,2014-08-17
741,Sonar,Baltimore,MD,USA,1,2007-07-26
742,Sono Arts Festival,South Norwalk,CT,USA,1,2000-08-05
743,Soo Pass Ranch,Detroit Lakes,MN,USA,3,2009-07-25
744,"Soul Kitchen, The",Mobile,AL,USA,1,2003-04-29
745,Soundcheck Studios,Pembroke,MA,USA,1,2023-08-20
746,Soundstage - WTTW Studios,Chicago,IL,USA,1,2007-08-21
747,South Bend Brewery,South Bend,IN,USA,2,1999-06-06
748,South Works,Chicago,IL,USA,1,2011-07-09
749,"Southgate House, The",Newport,KY,USA,2,2002-06-14
750,Southside Music Hall,Dallas,TX,USA,1,2025-04-26
751,Spirit of Chicago boat cruise,Chicago,IL,USA,1,2003-07-26
752,Spirit of the Suwannee Music Park,Live Oak,FL,USA,20,2024-10-26
753,Spokane Live,Airway Heights,WA,USA,1,2025-03-14
754,Sprint Pavilion,Charlottesville,VA,USA,1,2019-09-20
755,St. Andrews Hall,Detroit,MI,USA,3,2008-06-07
756,St. Augustine Amphitheatre,St. Augustine,FL,USA,7,2022-06-05
757,St. Louis Music Park,Maryland Heights,MO,USA,1,2022-08-19
758,St. Patrick's Park,South Bend,IN,USA,1,1998-04-20
759,Stage AE,Pittsburgh,PA,USA,10,2024-02-01
760,"Stanley Hall, Field Museum of Natural History",Chicago,IL,USA,1,2003-05-15
761,"Star Nursery Fields, Sam Boyd Stadium",Las Vegas,NV,USA,2,2007-10-28
762,"Star Plaza Theatre, The",Meriville,IN,USA,1,2000-08-20
763,"Starfish Room, The",Vancouver,BC,Canada,1,2001-06-22
764,Starland Ballroom,Sayreville,NJ,USA,4,2025-01-30
765,"Starlight, The",Fort Collins,CO,USA,1,2004-02-04
766,Starr Hill Music Hall,Charlottesville,VA,USA,1,2002-02-20
767,"State Fair of West Virginia, The",Lewisburg,WV,USA,1,2023-09-22
768,"State Theatre, The",Falls Church,VA,USA,4,2003-11-15
769,State Theatre,Portland,ME,USA,9,2024-07-06
770,"State Theatre, The",South Bend,IN,USA,16,2003-12-10
771,State Theatre,St. Petersburg,FL,USA,1,2007-02-22
772,"State Theatre, The",State College,PA,USA,3,2013-10-21
773,"State Theatre, The",Ithaca,NY,USA,1,2006-09-28
774,Stateside Amphitheater at Jay Peak Resort,Jay,VT,USA,1,2015-06-19
775,SteelStacks Campus,Bethlehem,PA,USA,1,2011-09-04
776,Stella Blue,Asheville,NC,USA,2,2002-10-08
777,Stepan Center,Notre Dame,IN,USA,2,1999-01-28
778,"Stone Pony, The",Asbury Park,NJ,USA,3,2023-08-17
779,Stone Pony Summerstage,Asbury Park,NJ,USA,11,2024-08-28
780,"Stones Throw, The",Eau Claire,WI,USA,1,2004-02-29
781,"Strand, The",Providence,RI,USA,1,2018-05-18
782,Stubb's BBQ,Austin,TX,USA,11,2025-04-27
783,Studio C,Boulder,CO,USA,2,2005-02-25
784,"Studio Hall, University of Wisconsin",Oshkosh,WI,USA,1,2003-10-17
785,Studio Z,San Francisco,CA,USA,1,2003-07-09
786,Subterranean,Chicago,IL,USA,1,1999-09-24
787,Sumtur Amphitheater,Omaha,NE,USA,3,2015-06-25
788,Sunshine Festival,Crown Point,IN,USA,1,1999-08-21
789,Super Bowl Village,Indianapolis,IN,USA,1,2012-02-04
790,"Sylvee, The",Madison,WI,USA,3,2024-04-11
791,Symphony Park at SouthPark Mall,Charlotte,NC,USA,1,2017-08-10
792,"Tabernacle, The",Atlanta,GA,USA,23,2018-12-31
793,Taft Theatre,Cincinnati,OH,USA,8,2019-01-19
794,Tag's Summer Stage,Big Flats,NY,USA,1,2010-07-11
795,Taste of Bloomington,Bloomington,IN,USA,1,2003-06-21
796,Taste of Chicago,Chicago,IL,USA,1,2007-07-06
797,Taylor's,Eugene,OR,USA,1,2001-06-29
798,TCU Amphitheater at White River State Park,Indianapolis,IN,USA,2,2022-08-18
799,Telluride Blues & Brews Festival,Telluride,CO,USA,2,2009-09-19
800,Tempe Beach Park & Arts Park,Tempe,AZ,USA,1,2023-02-26
801,Temple Bar,Santa Monica,CA,USA,1,2001-07-09
802,"Temple Club, The",Lansing,MI,USA,6,2005-04-06
803,Tennessee Theatre,Knoxville,TN,USA,6,2018-08-19
804,"Terrace, University of Wisconsin, The",Madison,WI,USA,3,2003-06-19
805,Terrapin Crossroads,San Rafael,CA,USA,1,2017-03-12
806,Thai Joe's,Milwaukee,WI,USA,1,1999-05-22
807,Theater of Living Arts,Philadelphia,PA,USA,6,2008-07-25
808,"Theatre at Madison Square Garden, The",New York,NY,USA,1,2005-04-26
809,Theatre at Westbury,Westbury,NY,USA,1,2010-08-05
810,Third Base Field House - University of Iowa,Iowa City,IA,USA,1,2004-09-07
811,Thomas Wolfe Auditorium,Asheville,NC,USA,2,2014-02-14
812,Thompson's Point,Portland,ME,USA,1,2022-06-11
813,Three Rivers Music Festival,Columbia,SC,USA,1,2003-04-05
814,Three Sisters Park,Chillicothe,IL,USA,70,2024-05-25
815,Thursday's,Victoria,BC,Canada,1,2001-06-21
816,Time Warner Uptown Amphitheatre,Charlotte,NC,USA,1,2013-08-28
817,Tipitina's,New Orleans,LA,USA,1,2002-03-13
818,Tipitina's Uptown,New Orleans,LA,USA,3,2005-04-30
819,Toad's Place,New Haven,CT,USA,4,2009-04-05
820,Toad's Place,Richmond,VA,USA,1,2007-10-16
821,Tongue-N-Groove,San Francisco,CA,USA,1,2001-07-03
822,Tower Records (Columbus),San Francisco,CA,USA,1,2006-04-15
823,"Tower Theatre, The",Upper Darby,PA,USA,1,2014-08-09
824,"Town Ballroom, The",Buffalo,NY,USA,9,2023-06-29
825,Track 29,Chattanooga,TN,USA,3,2015-02-05
826,"Tractor Tavern, The",Seattle,WA,USA,1,2002-04-21
827,Train Hopper's,Oklahoma City,OK,USA,1,2003-04-23
828,Trancegression Festival,Copper Mountain,CO,USA,2,2007-07-15
829,Transilvania Club,Milan,,Italy,1,2006-03-15
830,Tree's,Dallas,TX,USA,1,2003-04-24
831,Treefort Music Hall,Boise,ID,USA,2,2025-03-15
