song_id,song,is_original,original_artist,debut_date,last_played,times_played,avg_show_gap
524,Nights In White Satin,0,The Moody Blues,2020-01-25,2025-06-11,9,43.22
525,No Rain,0,Blind Melon,2018-06-02,2025-06-20,18,29.56
526,On Our Own,0,Bobby Brown,2018-10-26,2018-10-26,1,494.0
527,One More Day,0,The Wood Brothers,2015-04-18,2024-09-20,13,58.46
528,One More Saturday Night,0,Grateful Dead,2014-12-20,2021-12-31,21,38.55
529,One Way Out,0,The Allman Brothers Band,2017-01-28,2017-07-08,2,342.5
530,Peaches En Regalia,0,Frank Zappa,2016-10-09,2019-09-06,7,100.29
531,Peggy-O,0,Grateful Dead,2015-02-20,2024-11-12,16,47.88
532,Pinche Gringo,1,Goose,2015-03-14,2015-03-14,1,763.0
533,Praise You,0,Fatboy Slim,2016-04-15,2024-06-30,9,90.5
534,Pumped Up Kicks,0,Foster The People,2016-11-23,2025-06-01,25,27.72
536,Red Bird,1,Goose,2022-01-29,2025-06-20,54,5.09
537,Red Red Wine,0,UB40,2018-12-22,2018-12-22,1,476.0
538,Rosa Lee McFall,0,Grateful Dead,2019-08-08,2024-09-06,3,143.33
539,Rosetta,0,Earl Hines,2014-12-20,2015-02-20,3,257.0
541,Same Old Shenanigans,1,Goose,2016-03-19,2025-06-15,57,12.79
542,Savin' The Day,0,Alessi Brothers,2018-10-27,2018-10-27,1,493.0
543,Sco-Mule,0,Government Mule ft. John Scofield,2014-11-26,2021-11-16,8,96.5
544,Secret Agent Man,0,Johnny Rivers,2018-07-12,2024-06-23,5,129.75
545,Shama Lama Ding Dong,0,Otis Day and The Knights,2016-10-09,2025-02-11,43,16.33
546,She Drives Me Crazy,0,Fine Young Cannibals,2017-08-19,2017-08-19,1,622.0
547,Shelter From The Storm,0,Bob Dylan,2020-06-28,2020-06-28,1,341.0
548,Shoe Dog,0,John Scofield,2014-11-26,2014-11-26,1,772.0
549,Short People,0,Randy Newman,2019-10-31,2019-12-13,3,137.33
550,Shout,0,The Isley Brothers,2014-12-20,2020-03-05,8,96.38
551,Sleepwalk,0,Santo & Johnny,2019-10-19,2024-06-16,4,103.5
552,Soul Bossa Nova,0,Quincy Jones,2018-07-12,2021-10-31,3,259.5
553,Soul Shakedown Party,0,Bob Marley,2016-10-09,2017-08-19,4,175.5
555,Spain,0,Chick Corea,2015-10-01,2024-06-25,4,185.25
556,Spanish Moon,0,Little Feat,2016-10-09,2017-10-02,2,351.0
557,Spirit Of The Dark Horse,1,Goose,2014-11-26,2025-06-11,36,21.44
558,State Of The Art (A.E.I.O.U.),0,Jim James,2020-09-17,2025-06-06,11,30.55
559,Stormy Monday,0,The Allman Brothers Band,2018-05-04,2018-05-04,1,540.0
560,Strokin',0,Clarence Carter,2018-04-21,2021-06-19,6,90.5
