date,year,month,day,weekday,date_ec,venue,city,state,show_index_overall,show_index_withinyear,run_index,venue_full,link
02/24/85,1985,02,24,Sunday,1985-02-24,"A-FRAME, WEYMANDA COURT",ATHENS,GA,2,2,1,"A-FRAME, WEYMANDA COURT, ATHENS, GA",http://www.everydaycompanion.com/setlists/19850224a.asp
06/22/85,1985,06,22,Saturday,1985-06-22,UPTOWN LOUNGE,ATHENS,GA,3,3,2,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19850622a.asp
10/19/85,1985,10,19,Saturday,1985-10-19,US AWARE FESTIVAL,ATHENS,GA,4,4,3,"US AWARE FESTIVAL, ATHENS, GA",http://www.everydaycompanion.com/setlists/19851019a.asp
10/24/85,1985,10,24,Thursday,1985-10-24,"PHI DELTA THETA HOUSE, UNIVERSITY OF GEORGIA",ATHENS,GA,5,5,4,"PHI DELTA THETA HOUSE, UNIVERSITY OF GEORGIA, ATHENS, GA",http://www.everydaycompanion.com/setlists/19851024a.asp
02/06/86,1986,02,06,Thursday,1986-02-06,THE MAD HATTER BALLROOM,ATHENS,GA,8,3,7,"THE MAD HATTER BALLROOM, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860206a.asp
02/13/86,1986,02,13,Thursday,1986-02-13,UPTOWN LOUNGE,ATHENS,GA,9,4,8,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860213a.asp
02/17/86,1986,02,17,Monday,1986-02-17,UPTOWN LOUNGE,ATHENS,GA,10,5,8,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860217a.asp
02/27/86,1986,02,27,Thursday,1986-02-27,RUGBY'S,ATHENS,GA,11,6,9,"RUGBY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860227a.asp
03/03/86,1986,03,03,Monday,1986-03-03,UPTOWN LOUNGE,ATHENS,GA,13,8,10,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860303a.asp
03/17/86,1986,03,17,Monday,1986-03-17,UPTOWN LOUNGE,ATHENS,GA,14,9,10,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860317a.asp
04/05/86,1986,04,05,Saturday,1986-04-05,UPTOWN LOUNGE,ATHENS,GA,16,11,12,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860405a.asp
04/07/86,1986,04,07,Monday,1986-04-07,UPTOWN LOUNGE,ATHENS,GA,17,12,12,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860407a.asp
04/14/86,1986,04,14,Monday,1986-04-14,UPTOWN LOUNGE,ATHENS,GA,18,13,12,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860414a.asp
04/17/86,1986,04,17,Thursday,1986-04-17,UPTOWN LOUNGE,ATHENS,GA,19,14,12,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860417a.asp
04/24/86,1986,04,24,Thursday,1986-04-24,QUARTERS,CLEMSON,SC,20,15,13,"QUARTERS, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19860424a.asp
04/25/86,1986,04,25,Friday,1986-04-25,QUARTERS,CLEMSON,SC,21,16,13,"QUARTERS, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19860425a.asp
04/26/86,1986,04,26,Saturday,1986-04-26,QUARTERS,CLEMSON,SC,22,17,13,"QUARTERS, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19860426a.asp
04/28/86,1986,04,28,Monday,1986-04-28,UPTOWN LOUNGE,ATHENS,GA,23,18,14,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860428a.asp
05/05/86,1986,05,05,Monday,1986-05-05,UPTOWN LOUNGE,ATHENS,GA,24,19,14,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860505a.asp
05/06/86,1986,05,06,Tuesday,1986-05-06,SOUTH BEACH MARINA,HILTON HEAD,SC,25,20,15,"SOUTH BEACH MARINA, HILTON HEAD, SC",http://www.everydaycompanion.com/setlists/19860506a.asp
05/12/86,1986,05,12,Monday,1986-05-12,UPTOWN LOUNGE,ATHENS,GA,26,21,16,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860512a.asp
05/19/86,1986,05,19,Monday,1986-05-19,UPTOWN LOUNGE,ATHENS,GA,27,22,16,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860519a.asp
05/20/86,1986,05,20,Tuesday,1986-05-20,TATE STUDENT CENTER PLAZA,ATHENS,GA,28,23,17,"TATE STUDENT CENTER PLAZA, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860520a.asp
05/26/86,1986,05,26,Monday,1986-05-26,UPTOWN LOUNGE,ATHENS,GA,29,24,18,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860526a.asp
06/03/86,1986,06,03,Tuesday,1986-06-03,UPTOWN LOUNGE,ATHENS,GA,30,25,18,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860603a.asp
06/16/86,1986,06,16,Monday,1986-06-16,UPTOWN LOUNGE,ATHENS,GA,31,26,18,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860616a.asp
06/23/86,1986,06,23,Monday,1986-06-23,UPTOWN LOUNGE,ATHENS,GA,32,27,18,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860623a.asp
06/26/86,1986,06,26,Thursday,1986-06-26,HARRY'S,ATHENS,GA,33,28,19,"HARRY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860626a.asp
06/30/86,1986,06,30,Monday,1986-06-30,UPTOWN LOUNGE,ATHENS,GA,34,29,20,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860630a.asp
07/08/86,1986,07,08,Tuesday,1986-07-08,UPTOWN LOUNGE,ATHENS,GA,36,31,22,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860708a.asp
07/14/86,1986,07,14,Monday,1986-07-14,UPTOWN LOUNGE,ATHENS,GA,37,32,22,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860714a.asp
07/18/86,1986,07,18,Friday,1986-07-18,UPTOWN LOUNGE,ATHENS,GA,38,33,22,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860718a.asp
07/21/86,1986,07,21,Monday,1986-07-21,UPTOWN LOUNGE,ATHENS,GA,39,34,22,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860721a.asp
07/28/86,1986,07,28,Monday,1986-07-28,UPTOWN LOUNGE,ATHENS,GA,40,35,22,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860728a.asp
07/30/86,1986,07,30,Wednesday,1986-07-30,OLD POST OFFICE,HILTON HEAD,SC,41,36,23,"OLD POST OFFICE, HILTON HEAD, SC",http://www.everydaycompanion.com/setlists/19860730a.asp
08/04/86,1986,08,04,Monday,1986-08-04,UPTOWN LOUNGE,ATHENS,GA,42,37,24,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860804a.asp
08/07/86,1986,08,07,Thursday,1986-08-07,OLD POST OFFICE,HILTON HEAD,SC,43,38,25,"OLD POST OFFICE, HILTON HEAD, SC",http://www.everydaycompanion.com/setlists/19860807a.asp
08/11/86,1986,08,11,Monday,1986-08-11,UPTOWN LOUNGE,ATHENS,GA,44,39,26,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860811a.asp
08/14/86,1986,08,14,Thursday,1986-08-14,HARRY'S,ATHENS,GA,45,40,27,"HARRY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860814a.asp
08/15/86,1986,08,15,Friday,1986-08-15,HARRY'S,ATHENS,GA,46,41,27,"HARRY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860815a.asp
08/18/86,1986,08,18,Monday,1986-08-18,UPTOWN LOUNGE,ATHENS,GA,47,42,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860818a.asp
09/08/86,1986,09,08,Monday,1986-09-08,UPTOWN LOUNGE,ATHENS,GA,48,43,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860908a.asp
09/15/86,1986,09,15,Monday,1986-09-15,UPTOWN LOUNGE,ATHENS,GA,49,44,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860915a.asp
09/29/86,1986,09,29,Monday,1986-09-29,UPTOWN LOUNGE,ATHENS,GA,50,45,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19860929a.asp
10/06/86,1986,10,06,Monday,1986-10-06,UPTOWN LOUNGE,ATHENS,GA,51,46,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861006a.asp
10/08/86,1986,10,08,Wednesday,1986-10-08,UPTOWN LOUNGE,ATHENS,GA,52,47,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861008a.asp
10/11/86,1986,10,11,Saturday,1986-10-11,UPTOWN LOUNGE,ATHENS,GA,53,48,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861011a.asp
10/17/86,1986,10,17,Friday,1986-10-17,UPTOWN LOUNGE,ATHENS,GA,54,49,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861017a.asp
10/20/86,1986,10,20,Monday,1986-10-20,UPTOWN LOUNGE,ATHENS,GA,55,50,28,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861020a.asp
10/23/86,1986,10,23,Thursday,1986-10-23,GARRIE VEREEN'S HOUSE,ATHENS,GA,56,51,29,"GARRIE VEREEN'S HOUSE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861023a.asp
10/27/86,1986,10,27,Monday,1986-10-27,UPTOWN LOUNGE,ATHENS,GA,57,52,30,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861027a.asp
11/03/86,1986,11,03,Monday,1986-11-03,UPTOWN LOUNGE,ATHENS,GA,58,53,30,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861103a.asp
11/08/86,1986,11,08,Saturday,1986-11-08,40 WATT CLUB,ATHENS,GA,59,54,31,"40 WATT CLUB, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861108a.asp
11/10/86,1986,11,10,Monday,1986-11-10,UPTOWN LOUNGE,ATHENS,GA,60,55,32,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861110a.asp
11/17/86,1986,11,17,Monday,1986-11-17,UPTOWN LOUNGE,ATHENS,GA,61,56,32,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861117a.asp
11/24/86,1986,11,24,Monday,1986-11-24,UPTOWN LOUNGE,ATHENS,GA,62,57,32,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861124a.asp
12/01/86,1986,12,01,Monday,1986-12-01,UPTOWN LOUNGE,ATHENS,GA,63,58,32,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861201a.asp
12/05/86,1986,12,05,Friday,1986-12-05,TK HARTY'S,ATHENS,GA,64,59,33,"TK HARTY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861205a.asp
12/08/86,1986,12,08,Monday,1986-12-08,UPTOWN LOUNGE,ATHENS,GA,65,60,34,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861208a.asp
12/12/86,1986,12,12,Friday,1986-12-12,UPTOWN LOUNGE,ATHENS,GA,66,61,34,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19861212a.asp
01/03/87,1987,01,03,Saturday,1987-01-03,THE ROOKERY,MACON,GA,70,4,37,"THE ROOKERY, MACON, GA",http://www.everydaycompanion.com/setlists/19870103a.asp
01/05/87,1987,01,05,Monday,1987-01-05,UPTOWN LOUNGE,ATHENS,GA,71,5,38,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870105a.asp
01/12/87,1987,01,12,Monday,1987-01-12,UPTOWN LOUNGE,ATHENS,GA,72,6,38,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870112a.asp
01/19/87,1987,01,19,Monday,1987-01-19,UPTOWN LOUNGE,ATHENS,GA,73,7,38,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870119a.asp
01/24/87,1987,01,24,Saturday,1987-01-24,TK HARTY'S,ATHENS,GA,74,8,39,"TK HARTY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870124a.asp
01/26/87,1987,01,26,Monday,1987-01-26,UPTOWN LOUNGE,ATHENS,GA,75,9,40,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870126a.asp
02/02/87,1987,02,02,Monday,1987-02-02,UPTOWN LOUNGE,ATHENS,GA,76,10,40,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870202a.asp
02/09/87,1987,02,09,Monday,1987-02-09,UPTOWN LOUNGE,ATHENS,GA,77,11,40,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870209a.asp
02/14/87,1987,02,14,Saturday,1987-02-14,UPTOWN LOUNGE,ATHENS,GA,78,12,40,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870214a.asp
02/16/87,1987,02,16,Monday,1987-02-16,UPTOWN LOUNGE,ATHENS,GA,79,13,40,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870216a.asp
02/21/87,1987,02,21,Saturday,1987-02-21,UPTOWN LOUNGE,ATHENS,GA,80,14,40,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870221a.asp
02/24/87,1987,02,24,Tuesday,1987-02-24,THE CHUKKER,TUSCALOOSA,AL,81,15,41,"THE CHUKKER, TUSCALOOSA, AL",http://www.everydaycompanion.com/setlists/19870224a.asp
02/26/87,1987,02,26,Thursday,1987-02-26,HARVEST MOON SALOON,ATLANTA,GA,82,16,42,"HARVEST MOON SALOON, ATLANTA, GA",http://www.everydaycompanion.com/setlists/19870226a.asp
02/27/87,1987,02,27,Friday,1987-02-27,HARVEST MOON SALOON,ATLANTA,GA,83,17,42,"HARVEST MOON SALOON, ATLANTA, GA",http://www.everydaycompanion.com/setlists/19870227a.asp
03/02/87,1987,03,02,Monday,1987-03-02,UPTOWN LOUNGE,ATHENS,GA,84,18,43,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870302a.asp
03/16/87,1987,03,16,Monday,1987-03-16,UPTOWN LOUNGE,ATHENS,GA,85,19,43,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870316a.asp
03/20/87,1987,03,20,Friday,1987-03-20,THE ROOKERY,MACON,GA,86,20,44,"THE ROOKERY, MACON, GA",http://www.everydaycompanion.com/setlists/19870320a.asp
03/21/87,1987,03,21,Saturday,1987-03-21,O'NEILLY'S PUB,MACON,GA,87,21,45,"O'NEILLY'S PUB, MACON, GA",http://www.everydaycompanion.com/setlists/19870321a.asp
03/21/87,1987,03,21,Saturday,1987-03-21,THE ROOKERY,MACON,GA,88,22,46,"THE ROOKERY, MACON, GA",http://www.everydaycompanion.com/setlists/19870321b.asp
03/30/87,1987,03,30,Monday,1987-03-30,NEW HORIZONS,RICHMOND,VA,89,23,47,"NEW HORIZONS, RICHMOND, VA",http://www.everydaycompanion.com/setlists/19870330a.asp
04/08/87,1987,04,08,Wednesday,1987-04-08,THIRSTIES,MOBILE,AL,90,24,48,"THIRSTIES, MOBILE, AL",http://www.everydaycompanion.com/setlists/19870408a.asp
04/09/87,1987,04,09,Thursday,1987-04-09,THE NICK,BIRMINGHAM,AL,91,25,49,"THE NICK, BIRMINGHAM, AL",http://www.everydaycompanion.com/setlists/19870409a.asp
04/11/87,1987,04,11,Saturday,1987-04-11,ELLISON SQUARE,NASHVILLE,TN,92,26,50,"ELLISON SQUARE, NASHVILLE, TN",http://www.everydaycompanion.com/setlists/19870411a.asp
04/17/87,1987,04,17,Friday,1987-04-17,JACKSON STATION,HODGES,SC,93,27,51,"JACKSON STATION, HODGES, SC",http://www.everydaycompanion.com/setlists/19870417a.asp
04/20/87,1987,04,20,Monday,1987-04-20,UPTOWN LOUNGE,ATHENS,GA,94,28,52,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870420a.asp
04/22/87,1987,04,22,Wednesday,1987-04-22,STUDIO B,GREENVILLE,SC,95,29,53,"STUDIO B, GREENVILLE, SC",http://www.everydaycompanion.com/setlists/19870422a.asp
04/23/87,1987,04,23,Thursday,1987-04-23,SPANISH MOON,CLEMSON,SC,96,30,54,"SPANISH MOON, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19870423a.asp
04/24/87,1987,04,24,Friday,1987-04-24,SPANISH MOON,CLEMSON,SC,97,31,54,"SPANISH MOON, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19870424a.asp
04/25/87,1987,04,25,Saturday,1987-04-25,TK HARTY'S,ATHENS,GA,98,32,55,"TK HARTY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870425a.asp
04/30/87,1987,04,30,Thursday,1987-04-30,RED LION PUB,AUGUSTA,GA,99,33,56,"RED LION PUB, AUGUSTA, GA",http://www.everydaycompanion.com/setlists/19870430a.asp
05/01/87,1987,05,01,Friday,1987-05-01,RED LION PUB,AUGUSTA,GA,100,34,56,"RED LION PUB, AUGUSTA, GA",http://www.everydaycompanion.com/setlists/19870501a.asp
05/02/87,1987,05,02,Saturday,1987-05-02,"HUMAN RIGHTS FESTIVAL, COLLEGE SQUARE",ATHENS,GA,101,35,57,"HUMAN RIGHTS FESTIVAL, COLLEGE SQUARE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870502a.asp
05/08/87,1987,05,08,Friday,1987-05-08,SHANNONS,ROME,GA,102,36,58,"SHANNONS, ROME, GA",http://www.everydaycompanion.com/setlists/19870508a.asp
05/09/87,1987,05,09,Saturday,1987-05-09,"PHI DELTA THETA HOUSE, UNIVERSITY OF THE SOUTH",SEWANEE,TN,103,37,59,"PHI DELTA THETA HOUSE, UNIVERSITY OF THE SOUTH, SEWANEE, TN",http://www.everydaycompanion.com/setlists/19870509a.asp
05/10/87,1987,05,10,Sunday,1987-05-10,THE BOARDWALK,GREENVILLE,SC,104,38,60,"THE BOARDWALK, GREENVILLE, SC",http://www.everydaycompanion.com/setlists/19870510a.asp
05/13/87,1987,05,13,Wednesday,1987-05-13,UPTOWN LOUNGE,ATHENS,GA,105,39,61,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870513a.asp
05/18/87,1987,05,18,Monday,1987-05-18,NEW HORIZONS,RICHMOND,VA,106,40,62,"NEW HORIZONS, RICHMOND, VA",http://www.everydaycompanion.com/setlists/19870518a.asp
05/19/87,1987,05,19,Tuesday,1987-05-19,C&O CLUB,CHARLOTTESVILLE,VA,107,41,63,"C&O CLUB, CHARLOTTESVILLE, VA",http://www.everydaycompanion.com/setlists/19870519a.asp
05/20/87,1987,05,20,Wednesday,1987-05-20,NEW DELI,GREENVILLE,NC,108,42,64,"NEW DELI, GREENVILLE, NC",http://www.everydaycompanion.com/setlists/19870520a.asp
05/21/87,1987,05,21,Thursday,1987-05-21,HARRY'S,ATHENS,GA,109,43,65,"HARRY'S, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870521a.asp
05/22/87,1987,05,22,Friday,1987-05-22,SPANISH MOON,CLEMSON,SC,110,44,66,"SPANISH MOON, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19870522a.asp
05/23/87,1987,05,23,Saturday,1987-05-23,SPANISH MOON,CLEMSON,SC,111,45,66,"SPANISH MOON, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19870523a.asp
05/24/87,1987,05,24,Sunday,1987-05-24,"PHI DELTA THETA HOUSE, UNIVERSITY OF GEORGIA",ATHENS,GA,112,46,67,"PHI DELTA THETA HOUSE, UNIVERSITY OF GEORGIA, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870524a.asp
05/27/87,1987,05,27,Wednesday,1987-05-27,UPTOWN LOUNGE,ATHENS,GA,113,47,68,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870527a.asp
05/28/87,1987,05,28,Thursday,1987-05-28,LITTLE FIVE POINTS PUB,ATLANTA,GA,114,48,69,"LITTLE FIVE POINTS PUB, ATLANTA, GA",http://www.everydaycompanion.com/setlists/19870528a.asp
06/01/87,1987,06,01,Monday,1987-06-01,UPTOWN LOUNGE,ATHENS,GA,115,49,70,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870601a.asp
06/06/87,1987,06,06,Saturday,1987-06-06,THE MINESHAFT,CHARLOTTESVILLE,VA,116,50,71,"THE MINESHAFT, CHARLOTTESVILLE, VA",http://www.everydaycompanion.com/setlists/19870606a.asp
06/09/87,1987,06,09,Tuesday,1987-06-09,UPTOWN LOUNGE,ATHENS,GA,117,51,72,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870609a.asp
06/10/87,1987,06,10,Wednesday,1987-06-10,UPTOWN LOUNGE,ATHENS,GA,118,52,72,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870610a.asp
06/11/87,1987,06,11,Thursday,1987-06-11,UPTOWN LOUNGE,ATHENS,GA,119,53,72,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870611a.asp
06/17/87,1987,06,17,Wednesday,1987-06-17,UPTOWN LOUNGE,ATHENS,GA,120,54,72,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870617a.asp
06/22/87,1987,06,22,Monday,1987-06-22,UPTOWN LOUNGE,ATHENS,GA,121,55,72,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870622a.asp
07/02/87,1987,07,02,Thursday,1987-07-02,UPTOWN LOUNGE,ATHENS,GA,122,56,72,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870702a.asp
07/11/87,1987,07,11,Saturday,1987-07-11,UPTOWN LOUNGE,ATHENS,GA,123,57,72,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870711a.asp
07/15/87,1987,07,15,Wednesday,1987-07-15,NEW DELI,GREENVILLE,NC,124,58,73,"NEW DELI, GREENVILLE, NC",http://www.everydaycompanion.com/setlists/19870715a.asp
07/20/87,1987,07,20,Monday,1987-07-20,UPTOWN LOUNGE,ATHENS,GA,125,59,74,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870720a.asp
08/03/87,1987,08,03,Monday,1987-08-03,UPTOWN LOUNGE,ATHENS,GA,126,60,74,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870803a.asp
08/06/87,1987,08,06,Thursday,1987-08-06,LITTLE FIVE POINTS PUB,ATLANTA,GA,127,61,75,"LITTLE FIVE POINTS PUB, ATLANTA, GA",http://www.everydaycompanion.com/setlists/19870806a.asp
08/08/87,1987,08,08,Saturday,1987-08-08,THE ICE HOUSE,ATLANTA,GA,128,62,76,"THE ICE HOUSE, ATLANTA, GA",http://www.everydaycompanion.com/setlists/19870808a.asp
08/12/87,1987,08,12,Wednesday,1987-08-12,LIBRARY,KNOXVILLE,TN,129,63,77,"LIBRARY, KNOXVILLE, TN",http://www.everydaycompanion.com/setlists/19870812a.asp
08/22/87,1987,08,22,Saturday,1987-08-22,UPTOWN LOUNGE,ATHENS,GA,130,64,78,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870822a.asp
09/01/87,1987,09,01,Tuesday,1987-09-01,UPTOWN LOUNGE,ATHENS,GA,131,65,78,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870901a.asp
09/04/87,1987,09,04,Friday,1987-09-04,NEW DELI,GREENVILLE,NC,132,66,79,"NEW DELI, GREENVILLE, NC",http://www.everydaycompanion.com/setlists/19870904a.asp
09/07/87,1987,09,07,Monday,1987-09-07,NEW HORIZONS,RICHMOND,VA,133,67,80,"NEW HORIZONS, RICHMOND, VA",http://www.everydaycompanion.com/setlists/19870907a.asp
09/08/87,1987,09,08,Tuesday,1987-09-08,NEW HORIZONS,RICHMOND,VA,134,68,80,"NEW HORIZONS, RICHMOND, VA",http://www.everydaycompanion.com/setlists/19870908a.asp
09/17/87,1987,09,17,Thursday,1987-09-17,SPANISH MOON,CLEMSON,SC,135,69,81,"SPANISH MOON, CLEMSON, SC",http://www.everydaycompanion.com/setlists/19870917a.asp
09/21/87,1987,09,21,Monday,1987-09-21,UPTOWN LOUNGE,ATHENS,GA,136,70,82,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19870921a.asp
09/23/87,1987,09,23,Wednesday,1987-09-23,THE MINESHAFT,CHARLOTTESVILLE,VA,137,71,83,"THE MINESHAFT, CHARLOTTESVILLE, VA",http://www.everydaycompanion.com/setlists/19870923a.asp
10/04/87,1987,10,04,Sunday,1987-10-04,THE NICK,BIRMINGHAM,AL,139,73,85,"THE NICK, BIRMINGHAM, AL",http://www.everydaycompanion.com/setlists/19871004a.asp
10/05/87,1987,10,05,Monday,1987-10-05,UPTOWN LOUNGE,ATHENS,GA,140,74,86,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19871005a.asp
10/07/87,1987,10,07,Wednesday,1987-10-07,NEW DELI,GREENVILLE,NC,141,75,87,"NEW DELI, GREENVILLE, NC",http://www.everydaycompanion.com/setlists/19871007a.asp
10/09/87,1987,10,09,Friday,1987-10-09,NEW HORIZONS,RICHMOND,VA,142,76,88,"NEW HORIZONS, RICHMOND, VA",http://www.everydaycompanion.com/setlists/19871009a.asp
10/19/87,1987,10,19,Monday,1987-10-19,UPTOWN LOUNGE,ATHENS,GA,143,77,89,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19871019a.asp
10/20/87,1987,10,20,Tuesday,1987-10-20,CAT'S CRADLE,CHAPEL HILL,NC,144,78,90,"CAT'S CRADLE, CHAPEL HILL, NC",http://www.everydaycompanion.com/setlists/19871020a.asp
10/21/87,1987,10,21,Wednesday,1987-10-21,THE MINESHAFT,CHARLOTTESVILLE,VA,145,79,91,"THE MINESHAFT, CHARLOTTESVILLE, VA",http://www.everydaycompanion.com/setlists/19871021a.asp
10/31/87,1987,10,31,Saturday,1987-10-31,UPTOWN LOUNGE,ATHENS,GA,146,80,92,"UPTOWN LOUNGE, ATHENS, GA",http://www.everydaycompanion.com/setlists/19871031a.asp
11/09/87,1987,11,09,Monday,1987-11-09,NEW HORIZONS,RICHMOND,VA,147,81,93,"NEW HORIZONS, RICHMOND, VA",http://www.everydaycompanion.com/setlists/19871109a.asp
